Date,Price_Oil,Price_Dollar,Price_Gold
9/11/16,60.5,97.28,"1,290.20"
9/10/16,60.75,97.93,"1,287.90"
9/9/16,59.25,98,"1,288.00"
9/8/16,59.39,97.94,"1,281.20"
9/7/16,58.94,97.52,"1,256.00"
9/6/16,60.93,97.42,"1,246.30"
9/5/16,60.4,98.32,"1,251.50"
9/4/16,58.93,98.73,"1,247.50"
9/3/16,59.15,99.49,"1,255.70"
9/2/16,59.63,99.34,"1,257.20"
9/1/16,58.58,99.16,"1,248.00"
8/31/16,57.06,97.94,"1,235.10"
8/30/16,56.99,97.83,"1,242.00"
8/29/16,57.15,96.78,"1,269.00"
8/28/16,57.74,96.55,"1,270.40"
8/27/16,56.16,97.44,"1,258.20"
8/26/16,55.26,98.19,"1,229.40"
8/25/16,56.38,98.36,"1,251.00"
8/24/16,55.74,97.97,"1,243.70"
8/23/16,56.71,97.29,"1,258.10"
8/22/16,56.39,97.44,"1,248.30"
8/21/16,53.29,96.98,"1,257.10"
8/20/16,51.91,97.19,"1,252.00"
8/19/16,51.64,97.03,"1,255.50"
8/18/16,50.79,97.91,"1,247.10"
8/17/16,50.42,99.26,"1,256.80"
8/16/16,53.98,98.55,"1,262.30"
8/15/16,52.14,99.58,"1,250.60"
8/14/16,49.14,99.6,"1,260.10"
8/13/16,49.14,100.33,"1,267.40"
8/12/16,50.09,99.44,"1,274.40"
8/11/16,47.6,99.8,"1,257.20"
8/10/16,48.68,98.62,"1,257.20"
8/9/16,48.87,97.59,"1,263.20"
8/8/16,51.43,97.61,"1,241.20"
8/7/16,49.21,96.38,"1,245.40"
8/6/16,47.51,95.97,"1,260.90"
8/5/16,47.45,95.38,"1,266.00"
8/4/16,45.72,95.46,"1,256.30"
8/3/16,43.96,95.32,"1,250.20"
8/2/16,44.66,95.29,"1,246.50"
8/1/16,43.46,94.21,"1,243.70"
7/31/16,43.88,94.49,"1,228.50"
7/30/16,44.84,94.57,"1,216.50"
7/29/16,47.05,94.34,"1,213.50"
7/28/16,48.17,94.4,"1,218.30"
7/27/16,48.29,94.2,"1,217.90"
7/26/16,50,94.06,"1,218.00"
7/25/16,49.61,94.2,"1,217.40"
7/24/16,50.76,94.2,"1,227.10"
7/23/16,51.53,94.09,"1,237.00"
7/22/16,50.52,94.98,"1,234.60"
7/21/16,49.59,94.76,"1,265.10"
7/20/16,49.76,94.45,"1,269.60"
7/19/16,48.17,95.85,"1,273.20"
7/18/16,50.99,93.57,"1,274.80"
7/17/16,49.28,93.99,"1,278.40"
7/16/16,49.45,93.6,"1,275.10"
7/15/16,50.34,94.5,"1,265.00"
7/14/16,51.16,94.8,"1,262.10"
7/13/16,52.14,94.78,"1,267.70"
7/12/16,53.53,94.47,"1,272.20"
7/11/16,53.61,94.02,"1,275.90"
7/10/16,54.06,94.8,"1,270.50"
7/9/16,52.78,94.76,"1,278.90"
7/8/16,51.21,94.08,"1,231.70"
7/7/16,48.84,92.9,"1,228.80"
7/6/16,50.02,93.05,"1,294.20"
7/5/16,52.86,92.52,"1,287.70"
7/4/16,51.69,92.52,"1,288.20"
7/3/16,50.48,92.35,"1,300.20"
7/2/16,48.45,92.16,"1,308.90"
7/1/16,53.05,92.31,"1,301.60"
6/30/16,49.57,91.98,"1,323.90"
6/29/16,48.24,91.94,"1,325.40"
6/28/16,44.53,92.37,"1,319.30"
6/27/16,44.45,91.89,"1,334.40"
6/26/16,46.23,91.5,"1,336.60"
6/25/16,45.15,91.38,"1,315.80"
6/24/16,45.59,91.08,"1,346.90"
6/23/16,46.31,90.27,"1,354.70"
6/22/16,47.78,90.27,"1,345.60"
6/21/16,46.39,89.99,"1,357.60"
6/20/16,47.78,90.19,"1,365.20"
6/19/16,48.85,90.03,"1,353.40"
6/18/16,48.69,89.97,"1,352.40"
6/17/16,46.25,89.97,"1,275.90"
6/16/16,48.48,90.06,"1,279.00"
6/15/16,45.89,89.77,"1,334.90"
6/14/16,46.07,89.6,"1,322.80"
6/13/16,48.36,89.23,"1,294.50"
6/12/16,48.79,89.13,"1,304.50"
6/11/16,48.65,88.12,"1,303.20"
6/10/16,47.93,88.46,"1,287.40"
6/9/16,50.04,88.36,"1,281.60"
6/8/16,52.69,88.66,"1,283.60"
6/7/16,54.56,88.27,"1,292.20"
6/6/16,53.27,88.69,"1,283.50"
6/5/16,54.12,89.04,"1,267.70"
6/4/16,53.61,89.33,"1,186.80"
6/3/16,54.73,88.7,"1,265.40"
6/2/16,55.92,88.96,"1,281.90"
6/1/16,55.84,88.65,"1,262.90"
5/31/16,57.12,87.95,"1,277.70"
5/30/16,55.26,88.36,"1,177.00"
5/29/16,56.52,87.61,"1,255.60"
5/28/16,54.11,87.61,"1,259.70"
5/27/16,56.47,87.92,"1,259.70"
5/26/16,55.93,88.15,"1,275.60"
5/25/16,55.91,88.31,"1,273.90"
5/24/16,57.81,87.59,"1,272.30"
5/23/16,59.95,87.65,"1,272.00"
5/22/16,60.94,87.58,"1,287.70"
5/21/16,63.82,87.93,"1,303.50"
5/20/16,63.05,87.53,"1,312.30"
5/19/16,65.84,87.67,"1,315.50"
5/18/16,66.81,87.82,"1,320.20"
5/17/16,67.38,87.53,"1,284.40"
5/16/16,66.88,87.81,"1,280.80"
5/15/16,69,87.64,"1,294.20"
5/14/16,66.15,88.01,"1,295.80"
5/13/16,68.55,87.44,"1,284.70"
5/12/16,73.69,86.98,"1,302.50"
5/11/16,74.09,87.31,"1,261.20"
5/10/16,75.78,86.92,"1,188.80"
5/9/16,76.51,86.15,"1,284.50"
5/8/16,75.58,85.95,"1,285.20"
5/7/16,74.58,85.41,"1,284.20"
5/6/16,74.61,85.5,"1,285.90"
5/5/16,75.64,85.73,"1,278.90"
5/4/16,75.82,85.84,"1,283.40"
5/3/16,74.21,85.74,"1,285.50"
5/2/16,77.18,85.3,"1,273.70"
5/1/16,77.94,84.95,"1,275.60"
4/30/16,77.4,85.11,"1,251.40"
4/29/16,78.65,84.95,"1,250.40"
4/28/16,77.91,85.15,"1,255.10"
4/27/16,78.68,85.82,"1,251.30"
4/26/16,77.19,85.53,"1,261.00"
4/25/16,78.78,85.91,"1,234.40"
4/24/16,80.54,85.52,"1,238.10"
4/23/16,81.12,85.3,"1,260.30"
4/22/16,82.2,85.67,"1,264.40"
4/21/16,81.42,85.93,"1,265.90"
4/20/16,81,86.69,"1,292.90"
4/19/16,81.01,85.6,"1,319.20"
4/18/16,82.09,85.97,"1,322.60"
4/17/16,80.52,85.94,"1,322.40"
4/16/16,82.81,85.59,"1,325.00"
4/15/16,82.71,85.64,"1,322.10"
4/14/16,82.75,85.19,"1,336.60"
4/13/16,82.7,85.04,"1,341.80"
4/12/16,81.78,84.66,"1,334.30"
4/11/16,81.84,84.75,"1,328.50"
4/10/16,85.74,84.73,"1,327.50"
4/9/16,85.82,84.32,"1,331.30"
4/8/16,85.77,84.34,"1,329.30"
4/7/16,87.31,84.07,"1,329.30"
4/6/16,88.85,84.26,"1,323.70"
4/5/16,90.34,84.24,"1,328.80"
4/4/16,89.74,84.3,"1,314.20"
4/3/16,91.01,84.28,"1,333.60"
4/2/16,90.73,84.28,"1,330.70"
4/1/16,91.16,84.23,"1,316.90"
3/31/16,94.57,83.74,"1,338.10"
3/30/16,93.54,83.82,"1,340.20"
3/29/16,92.53,82.86,"1,336.70"
3/28/16,92.8,82.99,"1,343.70"
3/27/16,91.56,82.75,"1,340.40"
3/26/16,91.52,82.75,"1,346.40"
3/25/16,92.41,82.48,"1,344.90"
3/24/16,93.07,82.43,"1,347.20"
3/23/16,94.42,82.65,"1,344.20"
3/22/16,94.88,82.55,"1,343.10"
3/21/16,92.92,82.34,"1,353.40"
3/20/16,92.27,82.15,"1,362.00"
3/19/16,92.83,82.23,"1,363.00"
3/18/16,91.67,81.88,"1,361.30"
3/17/16,92.75,81.58,"1,357.80"
3/16/16,92.66,81.42,"1,365.40"
3/15/16,93.29,81.59,"1,372.00"
3/14/16,94.45,81.6,"1,374.60"
3/13/16,95.54,81.5,"1,380.20"
3/12/16,92.88,81.47,"1,393.20"
3/11/16,95.83,81.45,"1,392.30"
3/10/16,95.96,81.52,"1,395.50"
3/9/16,94.55,81.44,"1,389.00"
3/8/16,93.88,81.33,"1,287.40"
3/7/16,93.86,81.33,"1,287.70"
3/6/16,93.35,81.3,"1,410.60"
3/5/16,93.65,81.46,"1,413.80"
3/4/16,93.96,81.43,"1,406.90"
3/3/16,96.07,81.21,"1,409.30"
3/2/16,94.48,81.03,"1,403.10"
3/1/16,96.41,81.03,"1,404.10"
2/29/16,97.35,80.87,"1,399.20"
2/28/16,95.58,80.82,"1,419.00"
2/27/16,97.59,80.78,"1,419.00"
2/26/16,97.37,80.56,"1,422.80"
2/25/16,98.08,80.52,"1,429.40"
2/24/16,97.65,80.5,"1,439.10"
2/23/16,97.34,80.56,"1,437.90"
2/22/16,96.92,80.39,"1,435.30"
2/21/16,97.38,80.19,"1,435.50"
2/20/16,98.29,80.19,"1,435.90"
2/19/16,97.88,80.13,"1,437.30"
2/18/16,98.17,79.99,"1,432.70"
2/17/16,100.27,80.18,"1,409.00"
2/16/16,100.97,80.22,"1,411.90"
2/15/16,101.67,80.27,"1,421.10"
2/14/16,102.09,80.21,"1,411.50"
2/13/16,102.07,79.96,"1,426.10"
2/12/16,103.12,79.81,"1,426.70"
2/11/16,104.42,79.78,"1,432.00"
2/10/16,104.59,80.02,"1,430.30"
2/9/16,103.13,80.22,"1,417.30"
2/8/16,103.19,80.22,"1,430.30"
2/7/16,101.2,80.33,"1,431.60"
2/6/16,99.96,80.27,"1,439.60"
2/5/16,100.91,80.37,"1,434.70"
2/4/16,100.83,80.32,"1,442.10"
2/3/16,102.93,80.58,"1,424.90"
2/2/16,102.29,80.63,"1,421.30"
2/1/16,103.4,80.47,"1,430.70"
1/31/16,103.53,80.58,"1,462.90"
1/30/16,103.76,80.58,"1,464.70"
1/29/16,104.06,80.77,"1,449.70"
1/28/16,104.48,80.82,"1,441.40"
1/27/16,105.34,80.65,"1,442.00"
1/26/16,105.37,80.41,"1,321.30"
1/25/16,105.74,80.37,"1,445.60"
1/24/16,105.84,80.66,"1,454.80"
1/23/16,106.5,80.55,"1,450.20"
1/22/16,106.03,80.64,"1,445.10"
1/21/16,106.17,80.37,"1,444.70"
1/20/16,107.26,80.49,"1,443.40"
1/19/16,106.43,80.57,"1,449.20"
1/18/16,105.97,80.35,"1,448.60"
1/17/16,106.36,80.39,"1,447.00"
1/16/16,106.9,80.39,"1,445.20"
1/15/16,106.91,80.25,"1,442.50"
1/14/16,106.53,80.09,"1,400.60"
1/13/16,104.4,80.04,"1,399.90"
1/12/16,104.35,79.99,"1,403.00"
1/11/16,104.41,80.04,"1,401.60"
1/10/16,102.66,80,"1,399.90"
1/9/16,102.48,80.07,"1,387.00"
1/8/16,102.64,80.14,"1,386.50"
1/7/16,102.66,79.9,"1,380.20"
1/6/16,102.47,79.9,"1,377.60"
1/5/16,102.71,79.36,"1,377.30"
1/4/16,103.58,79.2,"1,368.40"
1/3/16,102.72,79.09,"1,368.20"
1/2/16,104.11,79.49,"1,367.70"
1/1/16,104.28,79.52,"1,368.90"
12/31/15,104.35,79.53,"1,379.50"
12/30/15,103.74,79.47,"1,385.40"
12/29/15,104.07,79.81,"1,392.90"
12/28/15,102.44,79.68,"1,292.50"
12/27/15,102.61,79.75,"1,291.70"
12/26/15,102.02,79.8,"1,419.10"
12/25/15,101.5,79.86,"1,422.70"
12/24/15,102.37,79.91,"1,416.10"
12/23/15,101.7,79.94,"1,422.50"
12/22/15,100.59,79.83,"1,421.90"
12/21/15,99.99,79.83,"1,422.30"
12/20/15,100.26,79.8,"1,422.00"
12/19/15,100.77,79.8,"1,435.30"
12/18/15,99.5,79.73,"1,427.50"
12/17/15,99.48,79.45,"1,430.60"
12/16/15,99.76,79.38,"1,421.80"
12/15/15,99.42,79.48,"1,421.70"
12/14/15,99.74,79.75,"1,423.30"
12/13/15,101.28,80.23,"1,444.00"
12/12/15,100.84,80.42,"1,444.40"
12/11/15,100.6,80.47,"1,437.50"
12/10/15,101.94,80.22,"1,417.50"
12/9/15,101.44,80.09,"1,431.80"
12/8/15,102.13,80.1,"1,432.50"
12/7/15,104.37,80.18,"1,435.70"
12/6/15,104.3,80.11,"1,438.90"
12/5/15,103.76,80.03,"1,429.70"
12/4/15,103.75,79.94,"1,424.00"
12/3/15,104.05,79.93,"1,425.40"
12/2/15,103.74,80.11,"1,432.40"
12/1/15,103.4,80.19,"1,437.50"
11/30/15,103.6,80,"1,446.00"
11/29/15,102.56,79.41,"1,442.00"
11/28/15,100.44,79.39,"1,469.30"
11/27/15,101.14,79.45,"1,459.70"
11/26/15,100.29,79.62,"1,461.70"
11/25/15,99.62,79.61,"1,451.10"
11/24/15,99.74,79.74,"1,452.30"
11/23/15,101.58,79.77,"1,442.70"
11/22/15,101.67,79.72,"1,452.70"
11/21/15,101.28,79.66,"1,435.10"
11/20/15,100.26,80.11,"1,442.50"
11/19/15,99.19,80.17,"1,430.00"
11/18/15,99.6,80.08,"1,433.80"
11/17/15,99.46,79.69,"1,445.30"
11/16/15,99.43,80.28,"1,447.80"
11/15/15,100.37,80.43,"1,456.10"
11/14/15,99.7,80.14,"1,466.40"
11/13/15,98.08,80.2,"1,468.50"
11/12/15,98.89,80.24,"1,493.50"
11/11/15,98.2,80.29,"1,488.70"
11/10/15,97.99,80.14,"1,493.00"
11/9/15,100.03,80.01,"1,511.60"
11/8/15,101.12,80.14,"1,525.60"
11/7/15,102.58,80.15,"1,532.40"
11/6/15,101.56,80.32,"1,526.00"
11/5/15,101.45,80.68,"1,525.20"
11/4/15,103.33,80.64,"1,502.20"
11/3/15,104.92,80.64,"1,497.20"
11/2/15,102.59,80.69,"1,494.60"
11/1/15,102.4,80.91,"1,504.30"
10/31/15,102.59,81.04,"1,491.10"
10/30/15,101.83,81.12,"1,488.70"
10/29/15,102.82,81.01,"1,500.00"
10/28/15,102.2,81.31,"1,473.00"
10/27/15,102.92,81.08,"1,481.30"
10/26/15,103.31,80.5,"1,478.40"
10/25/15,102.43,80.57,"1,493.80"
10/24/15,100.58,80.52,"1,491.00"
10/23/15,100.3,80.46,"1,474.40"
10/22/15,100.35,80.44,"1,467.80"
10/21/15,100.37,81.17,"1,467.70"
10/20/15,99.94,81.1,"1,473.20"
10/19/15,100.06,81.22,"1,328.50"
10/18/15,99.88,81.22,"1,470.80"
10/17/15,97.84,80.91,"1,451.40"
10/16/15,97.38,81.03,"1,451.10"
10/15/15,97.19,80.66,"1,443.60"
10/14/15,96.43,80.51,"1,427.50"
10/13/15,97.49,80.66,"1,415.70"
10/12/15,98.23,81,"1,413.30"
10/11/15,97.36,81.02,"1,413.00"
10/10/15,97.41,80.83,"1,407.30"
10/9/15,95.72,80.65,"1,417.10"
10/8/15,96.64,80.79,"1,398.90"
10/7/15,97.32,80.63,"1,402.80"
10/6/15,96.73,80.03,"1,422.20"
10/5/15,94.99,80.03,"1,412.00"
10/4/15,93.93,80,"1,425.10"
10/3/15,94.37,80.39,"1,426.00"
10/2/15,93.96,80.48,"1,426.10"
10/1/15,94.17,80.45,"1,403.60"
9/30/15,92.59,80.45,"1,405.10"
9/29/15,91.8,80.45,"1,255.10"
9/28/15,92.72,80.58,"1,417.10"
9/27/15,91.66,80.63,"1,405.70"
9/26/15,92.33,80.11,"1,405.90"
9/25/15,93.67,80.06,"1,411.80"
9/24/15,93.43,80.07,"1,416.00"
9/23/15,93.96,80.21,"1,413.40"
9/22/15,95.44,80.21,"1,397.90"
9/21/15,98.7,79.89,"1,392.60"
9/20/15,98.42,79.97,"1,395.50"
9/19/15,99.29,80.13,"1,405.00"
9/18/15,100.32,80.31,"1,405.50"
9/17/15,99.55,80.23,"1,391.70"
9/16/15,99.22,80.62,"1,205.40"
9/15/15,98.91,80.92,"1,367.40"
9/14/15,99.32,80.92,"1,339.20"
9/13/15,98.77,80.68,"1,350.40"
9/12/15,97.8,80.72,"1,348.80"
9/11/15,97.22,80.72,"1,339.40"
9/10/15,97.48,80.61,"1,330.60"
9/9/15,96.6,80.92,"1,336.30"
9/8/15,97.5,80.71,"1,324.30"
9/7/15,97.44,81.07,"1,364.50"
9/6/15,98.51,81.11,"1,357.70"
9/5/15,97.34,80.7,"1,375.90"
9/4/15,97.65,80.83,"1,365.70"
9/3/15,97.38,80.85,"1,355.40"
9/2/15,97.2,81.02,"1,386.30"
9/1/15,96.04,80.93,"1,389.70"
8/31/15,93.82,81.19,"1,362.80"
8/30/15,92.72,81.09,"1,358.20"
8/29/15,92.28,81.3,"1,360.80"
8/28/15,92.3,80.84,"1,376.30"
8/27/15,93.68,80.48,"1,348.00"
8/26/15,94.09,80.71,"1,350.60"
8/25/15,94.84,80.55,"1,377.20"
8/24/15,95.44,80.72,"1,243.80"
8/23/15,93.33,80.19,"1,364.20"
8/22/15,93.34,79.78,"1,366.10"
8/21/15,93.03,79.61,"1,366.80"
8/20/15,93.84,79.25,"1,370.30"
8/19/15,93.76,79.19,"1,369.10"
8/18/15,93.88,79.19,"1,385.40"
8/17/15,93.04,79.26,"1,401.10"
8/16/15,95.14,79.23,"1,400.00"
8/15/15,94.6,79.69,"1,416.90"
8/14/15,94.2,79.65,"1,415.90"
8/13/15,94.8,79.65,"1,401.30"
8/12/15,93.37,80.47,"1,406.70"
8/11/15,94.62,80.48,"1,415.20"
8/10/15,94.61,80.26,"1,419.20"
8/9/15,96.38,80.41,"1,438.30"
8/8/15,96.77,80.42,"1,449.50"
8/7/15,98.2,80.38,"1,442.00"
8/6/15,98.68,80.06,"1,446.40"
8/5/15,97.85,79.94,"1,444.70"
8/4/15,97.11,80.13,"1,453.90"
8/3/15,96.86,79.75,"1,480.40"
8/2/15,97.8,79.9,"1,478.50"
8/1/15,99.22,80.14,"1,485.50"
7/31/15,100.81,80.22,"1,486.20"
7/30/15,100.67,80.29,"1,485.90"
7/29/15,102.29,80.52,"1,469.50"
7/28/15,101.21,80.33,"1,484.30"
7/27/15,102.41,80.56,"1,462.90"
7/26/15,102.02,80.45,"1,464.80"
7/25/15,103.01,80.43,"1,473.50"
7/24/15,101.61,80.37,"1,434.00"
7/23/15,103.49,80.24,"1,425.20"
7/22/15,103.03,81.14,"1,429.30"
7/21/15,103.84,81.3,"1,419.90"
7/20/15,103.31,81.45,"1,451.90"
7/19/15,104.1,81.49,"1,461.60"
7/18/15,102.04,81.52,"1,480.40"
7/17/15,102.33,81.82,"1,480.40"
7/16/15,102.87,81.79,"1,466.10"
7/15/15,103.03,82.15,"1,472.00"
7/14/15,102.66,82.63,"1,477.10"
7/13/15,103.13,82.17,"1,442.30"
7/12/15,103.59,82.36,"1,485.40"
7/11/15,104.68,82.09,"1,497.30"
7/10/15,106.39,82.09,"1,483.40"
7/9/15,108.07,81.95,"1,494.40"
7/8/15,105.42,81.43,"1,473.90"
7/7/15,106.59,81.17,"1,490.40"
7/6/15,108.21,81.41,"1,497.70"
7/5/15,108.6,81.36,"1,541.90"
7/4/15,107.56,81.49,"1,482.30"
7/3/15,107.39,81.21,"1,482.30"
7/2/15,109.52,80.91,"1,490.10"
7/1/15,110.53,81.23,"1,485.70"
6/30/15,108.37,81.26,"1,507.80"
6/29/15,107.23,81.18,"1,546.80"
6/28/15,108.54,81.71,"1,547.10"
6/27/15,106.75,81.77,"1,568.50"
6/26/15,107.65,81.33,"1,571.40"
6/25/15,108.8,81.13,"1,559.20"
6/24/15,110.1,80.98,"1,570.30"
6/23/15,109.01,81.29,"1,592.00"
6/22/15,105.92,81.6,"1,393.70"
6/21/15,106.42,81.88,"1,573.00"
6/20/15,105.03,81.91,"1,590.30"
6/19/15,103.85,82.34,"1,597.00"
6/18/15,104.96,81.45,"1,596.00"
6/17/15,107.1,81.83,"1,570.70"
6/16/15,107.46,81.66,"1,575.60"
6/15/15,107.33,81.66,"1,550.30"
6/14/15,106.85,81.97,"1,540.30"
6/13/15,106.83,82.29,"1,540.50"
6/12/15,106.11,81.94,"1,535.30"
6/11/15,105.97,82.22,"1,539.50"
6/10/15,103.4,82.62,"1,523.10"
6/9/15,104.37,82.82,"1,492.00"
6/8/15,105.3,82.71,"1,480.00"
6/7/15,106.56,82.5,"1,488.20"
6/6/15,106.94,83.04,"1,465.40"
6/5/15,107.89,82.99,"1,462.20"
6/4/15,105.03,82.75,"1,437.30"
6/3/15,103.08,84.04,"1,435.40"
6/2/15,104.55,84.58,"1,456.40"
6/1/15,104.7,84.19,"1,463.00"
5/31/15,105.49,84.44,"1,468.50"
5/30/15,105.39,83.23,"1,468.60"
5/29/15,107.23,83.23,"1,476.30"
5/28/15,106.91,83.54,"1,482.20"
5/27/15,108.05,83.05,"1,471.70"
5/26/15,108.04,83.14,"1,483.40"
5/25/15,106.48,82.9,"1,472.00"
5/24/15,106,82.98,"1,483.40"
5/23/15,106.32,82.58,"1,485.20"
5/22/15,105.95,82.42,"1,440.30"
5/21/15,104.91,82.41,"1,433.10"
5/20/15,106.52,81.92,"1,426.30"
5/19/15,103.53,81.43,"1,442.70"
5/18/15,103.14,80.61,"1,437.90"
5/17/15,103.22,80.79,"1,433.60"
5/16/15,101.4,80.62,"1,435.40"
5/15/15,101.24,80.75,"1,405.70"
5/14/15,99.6,80.95,"1,403.30"
5/13/15,97.99,81.11,"1,394.30"
5/12/15,96.56,81.65,"1,374.20"
5/11/15,97.05,81.67,"1,247.05"
5/10/15,95.5,81.54,"1,403.90"
5/9/15,95.32,82.59,"1,393.90"
5/8/15,95.18,82.77,"1,407.80"
5/7/15,93.69,82.66,"1,374.90"
5/6/15,95.4,83.26,"1,360.20"
5/5/15,98.24,83.04,"1,229.60"
5/4/15,98.44,83.66,"1,274.80"
5/3/15,97.77,84.1,"1,276.80"
5/2/15,97.85,83.7,"1,291.60"
5/1/15,96.69,83.7,"1,285.90"
4/30/15,95.88,83.8,"1,373.60"
4/29/15,95.38,84.35,"1,366.60"
4/28/15,95.77,83.86,"1,382.80"
4/27/15,96.03,83.74,"1,387.30"
4/26/15,94.76,84.25,"1,377.60"
4/25/15,93.74,83.59,"1,391.80"
4/24/15,93.31,83.83,"1,377.00"
4/23/15,93.45,83.59,"1,386.20"
4/22/15,91.97,83.28,"1,383.00"
4/21/15,93.61,83.14,"1,415.70"
4/20/15,93.13,82.79,"1,398.40"
4/19/15,95.01,81.9,"1,397.10"
4/18/15,93.83,82.25,"1,411.70"
4/17/15,94.15,82.31,"1,392.60"
4/16/15,94.25,82.1,"1,411.50"
4/15/15,94.28,82.22,"1,391.30"
4/14/15,96.16,81.48,"1,379.10"
4/13/15,96.71,81.75,"1,395.95"
4/12/15,96.02,82.15,"1,386.80"
4/11/15,95.16,82.47,"1,392.00"
4/10/15,94.3,82.74,"1,367.60"
4/9/15,94.21,83.05,"1,377.80"
4/8/15,95.17,83.05,"1,384.30"
4/7/15,96.04,82.68,"1,364.90"
4/6/15,96.39,82.71,"1,387.10"
4/5/15,96.62,82.56,"1,396.50"
4/4/15,95.62,82.68,"1,424.70"
4/3/15,96.16,81.75,"1,434.50"
4/2/15,95.61,82.42,"1,436.80"
4/1/15,93.99,82.13,"1,468.80"
3/31/15,91.03,82.25,"1,473.90"
3/30/15,93.46,82.53,"1,449.00"
3/29/15,94.5,82.31,"1,468.10"
3/28/15,93,82.75,"1,464.30"
3/27/15,93.64,82.5,"1,467.70"
3/26/15,91.43,82.68,"1,446.30"
3/25/15,89.18,82.72,"1,472.20"
3/24/15,88.76,82.92,"1,467.40"
3/23/15,88.01,82.73,"1,453.60"
3/22/15,87.73,83.22,"1,461.80"
3/21/15,86.68,82.99,"1,423.40"
3/20/15,88.72,83.22,"1,408.60"
3/19/15,88.71,82.88,"1,421.00"
3/18/15,91.29,82.83,"1,395.30"
3/17/15,93.51,82.53,"1,392.00"
3/16/15,94.64,82.74,"1,382.20"
3/15/15,94.2,82.78,"1,386.80"
3/14/15,93.36,82.99,"1,360.60"
3/13/15,92.7,82.69,"1,501.00"
3/12/15,93.26,82.13,"1,564.30"
3/11/15,94.45,82.61,"1,558.30"
3/10/15,97.19,82.89,"1,586.20"
3/9/15,97.07,82.58,"1,572.00"
3/8/15,97.23,82.57,"1,575.40"
3/7/15,96.58,82.72,"1,551.80"
3/6/15,96.34,82.08,"1,552.80"
3/5/15,94.81,82.46,"1,575.10"
3/4/15,93.71,82.09,"1,600.00"
3/3/15,92.45,82.19,"1,594.80"
3/2/15,92.96,82.28,"1,606.20"
3/1/15,92.16,81.95,"1,595.80"
2/28/15,93.74,81.6,"1,604.60"
2/27/15,93.45,81.87,"1,606.20"
2/26/15,93.03,81.67,"1,613.80"
2/25/15,92.52,81.46,"1,607.50"
2/24/15,92.54,81.46,"1,611.30"
2/23/15,92.06,81.07,"1,604.60"
2/22/15,91.95,80.47,"1,592.50"
2/21/15,91.56,80.58,"1,590.60"
2/20/15,90.43,80.58,"1,588.30"
2/19/15,90.82,80.46,"1,591.50"
2/18/15,90.12,80.09,"1,577.80"
2/17/15,90.68,80.11,"1,576.60"
2/16/15,92.05,80.31,"1,574.80"
2/15/15,92.76,80.21,"1,574.60"
2/14/15,92.63,80.19,"1,574.60"
2/13/15,93.11,79.72,"1,572.10"
2/12/15,93.13,79.49,"1,571.90"
2/11/15,92.84,79.55,"1,577.70"
2/10/15,94.46,79.21,"1,595.20"
2/9/15,96.66,79.21,"1,615.20"
2/8/15,95.86,79.28,"1,586.20"
2/7/15,97.31,79.56,"1,572.40"
2/6/15,97.01,79.75,"1,578.20"
2/5/15,97.51,79.75,"1,577.60"
2/4/15,97.03,79.95,"1,603.60"
2/3/15,95.72,79.92,"1,608.80"
2/2/15,95.83,79.87,"1,634.70"
2/1/15,96.62,80.04,"1,644.20"
1/31/15,96.64,80.04,"1,648.70"
1/30/15,96.17,79.65,"1,648.20"
1/29/15,97.77,79.8,"1,666.00"
1/28/15,97.49,79.78,"1,670.40"
1/27/15,97.94,79.49,"1,677.70"
1/26/15,97.57,79.56,"1,672.40"
1/25/15,96.44,79.74,"1,675.30"
1/24/15,95.88,80.56,"1,669.40"
1/23/15,95.95,80.34,"1,660.60"
1/22/15,95.23,80.26,"1,679.90"
1/21/15,96.24,80.5,"1,660.70"
1/20/15,95.56,80.38,"1,652.40"
1/19/15,95.49,79.84,"1,656.40"
1/18/15,94.24,79.77,"1,669.50"
1/17/15,93.28,79.77,"1,686.30"
1/16/15,94.14,79.68,"1,692.80"
1/15/15,93.56,79.62,"1,686.60"
1/14/15,93.82,79.62,"1,690.40"
1/13/15,93.1,79.64,"1,682.70"
1/12/15,93.15,79.64,"1,683.40"
1/11/15,93.19,79.62,"1,668.90"
1/10/15,93.09,79.26,"1,660.00"
1/9/15,92.92,79.27,"1,677.30"
1/8/15,93.12,79.36,"1,654.80"
1/7/15,91.82,79.57,"1,661.50"
1/6/15,90.8,79.58,"1,645.50"
1/5/15,90.87,79.93,"1,648.10"
1/4/15,90.98,79.81,"1,673.70"
1/3/15,88.61,80.06,"1,687.90"
1/2/15,88.66,80.33,"1,674.80"
1/1/15,90.13,80.41,"1,654.90"
12/31/14,89.51,80.26,"1,662.60"
12/30/14,87.93,79.77,"1,659.80"
12/29/14,87.2,79.64,"1,658.60"
12/28/14,86.73,79.88,"1,659.10"
12/27/14,85.89,80.15,"1,644.90"
12/26/14,86.77,80.2,"1,666.50"
12/25/14,85.79,80.34,"1,669.50"
12/24/14,85.56,80.4,"1,697.00"
12/23/14,85.93,80.25,"1,695.80"
12/22/14,86.26,80.19,"1,695.60"
12/21/14,87.88,80.93,"1,716.60"
12/20/14,88.5,80.93,"1,708.20"
12/19/14,89.09,80.96,"1,713.00"
12/18/14,88.91,80.87,"1,704.00"
12/17/14,88.07,81.26,"1,700.30"
12/16/14,86.49,81.08,"1,692.40"
